consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria
434.36,True,3,Casa,5,Ineficiente
1662.37,False,15,Casa,7,Ineficiente
343.93,True,8,Casa,12,Moderado
314.61,True,8,Departamento,9,Ineficiente
225.78,True,6,Departamento,9,Moderado
506.95,True,11,Casa,11,Ineficiente
141.37,True,8,Departamento,7,Eficiente
113.6,False,8,Casa,6,Eficiente
216.01,False,5,Departamento,11,Moderado
343.35,True,8,Casa,5,Moderado
345.19,True,7,Casa,9,Moderado
262.76,True,8,Casa,11,Eficiente
529.41,False,5,Departamento,7,Ineficiente
636.06,True,10,Casa,12,Ineficiente
342.06,False,9,Casa,11,Moderado
301.07,True,10,Casa,10,Moderado
559.8,True,16,Local,5,Eficiente
521.37,True,6,Local,9,Ineficiente
272.63,True,6,Departamento,12,Ineficiente
353.12,False,9,Casa,10,Moderado
670.55,True,12,Local,12,Ineficiente
191.27,True,4,Departamento,11,Moderado
212.12,False,7,Departamento,6,Eficiente
109.66,False,7,Casa,12,Eficiente
258.82,True,5,Casa,11,Moderado
1508.25,True,6,Casa,10,Ineficiente
613.81,True,22,Local,12,Moderado
275.49,True,5,Departamento,9,Ineficiente
274.53,True,12,Casa,12,Eficiente
250.53,False,12,Casa,4,Eficiente
160.71,False,9,Departamento,10,Eficiente
507.14,True,10,Casa,12,Ineficiente
485.58,True,15,Local,8,Eficiente
297.12,False,4,Departamento,6,Ineficiente
112.19,False,8,Departamento,12,Eficiente
510.83,True,10,Casa,3,Ineficiente
244.52,True,7,Departamento,8,Moderado
212.73,False,5,Departamento,5,Eficiente
286.19,False,8,Departamento,10,Moderado
1207.2,False,12,Casa,12,Ineficiente
295.39,False,13,Casa,5,Eficiente
321.26,False,14,Casa,11,Eficiente
110.05,False,8,Departamento,8,Eficiente
253.5,False,9,Casa,1,Eficiente
230.63,False,13,Casa,10,Eficiente
224.67,False,8,Casa,7,Eficiente
97.54,False,5,Departamento,12,Eficiente
275.83,False,9,Casa,6,Eficiente
622.61,True,13,Local,9,Moderado
280.0,False,6,Departamento,3,Moderado
225.83,False,3,Casa,1,Eficiente
188.73,False,3,Departamento,9,Moderado
162.36,False,7,Casa,12,Eficiente
478.95,True,11,Local,8,Moderado
212.74,True,8,Departamento,8,Moderado
167.22,False,3,Departamento,1,Eficiente
376.33,True,11,Casa,12,Moderado
293.02,True,9,Departamento,6,Moderado
243.94,True,6,Departamento,10,Moderado
449.67,True,11,Local,6,Eficiente
239.25,False,5,Departamento,12,Moderado
126.43,False,6,Departamento,4,Eficiente
378.15,False,4,Casa,12,Ineficiente
554.1,True,8,Casa,4,Ineficiente
260.12,False,7,Departamento,4,Moderado
269.8,True,11,Casa,10,Eficiente
385.53,False,12,Casa,10,Moderado
140.62,False,7,Departamento,4,Eficiente
599.0,False,21,Local,6,Eficiente
387.53,True,13,Casa,11,Moderado
167.32,False,7,Departamento,5,Eficiente
319.54,False,8,Casa,3,Eficiente
110.77,False,8,Departamento,10,Eficiente
439.32,False,10,Casa,10,Moderado
207.48,False,4,Departamento,4,Eficiente
305.16,False,4,Departamento,12,Ineficiente
238.14,False,5,Departamento,6,Moderado
443.03,False,7,Casa,11,Ineficiente
485.07,False,11,Local,3,Eficiente
389.29,True,10,Casa,11,Moderado
319.32,True,7,Casa,12,Moderado
184.65,False,4,Departamento,5,Eficiente
307.1,False,10,Casa,5,Eficiente
228.73,False,5,Departamento,3,Eficiente
228.29,True,7,Departamento,12,Moderado
185.87,False,6,Casa,4,Eficiente
453.4,True,15,Local,6,Eficiente
253.29,False,7,Casa,1,Eficiente
225.29,False,3,Departamento,9,Moderado
275.36,True,11,Casa,11,Eficiente
809.14,True,13,Local,9,Ineficiente
215.12,True,8,Casa,12,Eficiente
402.79,True,8,Casa,11,Moderado
493.6,False,19,Casa,2,Moderado
521.56,True,17,Local,8,Eficiente
968.67,True,18,Local,9,Ineficiente
234.19,False,5,Departamento,12,Moderado
725.33,True,14,Local,3,Moderado
435.86,True,13,Local,5,Eficiente
136.8,False,2,Departamento,3,Eficiente
241.03,True,5,Casa,7,Eficiente
228.52,True,4,Departamento,8,Moderado
79.58,False,4,Departamento,3,Eficiente
384.01,True,12,Casa,3,Moderado
225.91,False,4,Casa,2,Eficiente
266.05,False,8,Departamento,3,Eficiente
313.41,True,6,Casa,8,Moderado
831.95,True,15,Local,7,Ineficiente
267.16,False,5,Casa,10,Moderado
422.23,False,9,Casa,8,Moderado
131.78,False,10,Departamento,3,Eficiente
268.55,False,7,Casa,12,Eficiente
471.4,False,9,Casa,9,Moderado
314.21,False,7,Departamento,11,Ineficiente
456.68,True,17,Local,9,Eficiente
320.51,True,6,Casa,10,Moderado
272.05,True,3,Casa,6,Moderado
224.78,False,3,Departamento,8,Moderado
994.67,True,15,Local,10,Ineficiente
1094.88,True,5,Departamento,12,Ineficiente
199.6,False,15,Casa,8,Eficiente
380.38,False,11,Casa,10,Moderado
457.43,True,9,Casa,12,Ineficiente
382.8,False,11,Casa,8,Moderado
88.86,False,5,Departamento,10,Eficiente
618.66,False,8,Casa,3,Ineficiente
124.01,False,12,Departamento,11,Eficiente
243.92,False,6,Departamento,12,Moderado
269.5,True,2,Departamento,12,Ineficiente
521.57,False,8,Casa,11,Ineficiente
197.33,True,6,Departamento,10,Moderado
291.41,False,11,Departamento,3,Moderado
156.28,False,6,Departamento,12,Eficiente
313.1,False,13,Casa,8,Eficiente
311.84,True,5,Casa,2,Moderado
645.24,True,12,Local,6,Moderado
1575.44,False,9,Casa,7,Ineficiente
249.44,False,7,Casa,7,Eficiente
188.02,False,4,Departamento,11,Moderado
557.04,True,6,Departamento,7,Ineficiente
708.51,True,16,Local,12,Moderado
489.95,True,7,Casa,11,Ineficiente
606.19,True,19,Local,12,Moderado
393.39,False,10,Casa,4,Moderado
176.93,False,10,Departamento,9,Eficiente
65.27,False,13,Departamento,2,Eficiente
380.78,True,15,Casa,10,Moderado
432.43,False,8,Casa,3,Moderado
556.74,True,14,Casa,7,Ineficiente
2052.94,True,10,Local,12,Ineficiente
218.03,False,8,Departamento,5,Eficiente
554.18,True,13,Local,9,Moderado
210.8,False,8,Departamento,5,Eficiente
306.25,False,6,Departamento,12,Ineficiente
117.12,False,6,Departamento,2,Eficiente
370.51,True,13,Casa,6,Moderado
336.44,True,7,Casa,9,Moderado
168.85,False,3,Departamento,7,Eficiente
316.28,False,6,Departamento,9,Ineficiente
531.05,True,9,Casa,6,Ineficiente
243.46,False,8,Departamento,11,Moderado
263.95,False,6,Departamento,10,Moderado
414.84,False,25,Local,12,Eficiente
256.27,True,5,Departamento,12,Ineficiente
1799.83,True,10,Casa,12,Ineficiente
311.48,False,12,Casa,6,Eficiente
350.62,True,10,Casa,12,Moderado
256.63,True,5,Departamento,8,Moderado
2392.19,True,21,Local,1,Ineficiente
365.68,False,6,Departamento,1,Ineficiente
373.45,False,6,Casa,5,Moderado
393.42,True,9,Casa,7,Moderado
227.32,True,3,Departamento,9,Ineficiente
139.09,False,8,Departamento,7,Eficiente
187.21,False,6,Casa,9,Eficiente
164.9,False,11,Casa,9,Eficiente
271.1,True,5,Departamento,12,Ineficiente
243.51,False,5,Casa,5,Eficiente
174.68,True,4,Departamento,9,Moderado
234.23,False,8,Casa,12,Eficiente
272.74,True,18,Casa,8,Eficiente
804.96,True,20,Local,8,Moderado
426.17,False,9,Casa,7,Moderado
329.73,False,12,Casa,6,Eficiente
373.57,True,14,Casa,6,Moderado
203.08,False,8,Casa,7,Eficiente
294.6,True,11,Casa,11,Moderado
420.47,True,12,Casa,10,Moderado
421.39,False,2,Casa,5,Ineficiente
263.05,False,16,Casa,12,Eficiente
211.21,True,5,Departamento,9,Moderado
249.61,True,7,Departamento,11,Moderado
369.4,False,3,Casa,12,Ineficiente
613.86,True,4,Casa,7,Ineficiente
154.29,False,5,Departamento,3,Eficiente
361.87,False,16,Local,6,Eficiente
908.09,True,14,Local,5,Ineficiente
347.89,True,6,Casa,9,Moderado
266.82,False,12,Casa,10,Eficiente
329.15,False,6,Casa,7,Moderado
361.06,False,11,Casa,6,Eficiente
179.18,False,5,Departamento,9,Eficiente
331.86,False,8,Casa,8,Eficiente
346.24,True,6,Casa,8,Moderado
176.79,True,10,Casa,6,Eficiente
258.07,True,7,Departamento,7,Moderado
234.48,False,12,Casa,4,Eficiente
176.11,True,7,Departamento,6,Eficiente
332.08,False,12,Casa,2,Eficiente
720.23,True,14,Local,8,Moderado
330.17,True,5,Casa,11,Moderado
297.87,False,9,Departamento,10,Moderado
512.62,True,19,Local,11,Moderado
509.04,True,15,Local,6,Eficiente
141.11,False,8,Departamento,12,Eficiente
140.84,True,5,Departamento,7,Eficiente
372.48,True,7,Departamento,10,Ineficiente
97.58,True,4,Departamento,7,Eficiente
282.06,False,5,Casa,11,Moderado
217.86,False,9,Departamento,3,Eficiente
368.12,False,7,Departamento,12,Ineficiente
3286.84,True,20,Local,10,Ineficiente
217.71,False,6,Departamento,1,Eficiente
328.76,False,13,Casa,12,Eficiente
327.74,True,7,Departamento,8,Ineficiente
357.32,False,8,Casa,3,Eficiente
456.73,False,10,Casa,10,Moderado
272.2,False,4,Departamento,10,Ineficiente
338.09,False,10,Casa,8,Eficiente
397.89,True,15,Casa,12,Moderado
285.01,False,8,Casa,11,Eficiente
418.65,False,6,Casa,4,Moderado
395.09,False,9,Casa,2,Eficiente
453.9,False,8,Casa,10,Moderado
219.42,False,10,Departamento,12,Eficiente
435.62,False,10,Casa,4,Moderado
787.74,True,15,Local,7,Ineficiente
828.01,True,15,Local,7,Ineficiente
600.88,False,5,Departamento,5,Ineficiente
420.65,True,8,Casa,8,Moderado
50.45,False,7,Departamento,7,Eficiente
194.47,False,6,Departamento,12,Eficiente
238.58,False,6,Departamento,5,Moderado
238.53,False,3,Departamento,2,Moderado
417.27,False,4,Departamento,6,Ineficiente
242.48,False,4,Departamento,2,Moderado
338.19,False,10,Casa,2,Eficiente
270.41,False,4,Departamento,8,Moderado
379.39,False,6,Casa,11,Moderado
313.2,True,4,Departamento,3,Ineficiente
549.79,True,15,Local,7,Moderado
477.62,True,7,Casa,3,Ineficiente
263.24,True,7,Departamento,9,Moderado
271.75,True,14,Casa,8,Eficiente
213.12,False,4,Departamento,11,Moderado
274.59,True,12,Casa,11,Eficiente
711.1,True,14,Local,11,Ineficiente
371.77,False,6,Casa,6,Moderado
1859.24,True,17,Local,10,Ineficiente
213.51,False,6,Departamento,4,Eficiente
191.95,False,7,Departamento,1,Eficiente
255.54,False,10,Departamento,12,Moderado
738.86,False,4,Departamento,11,Ineficiente
565.07,True,15,Local,5,Moderado
399.83,True,8,Casa,7,Moderado
269.99,True,4,Departamento,11,Ineficiente
251.11,False,10,Casa,6,Eficiente
139.27,False,5,Departamento,10,Eficiente
341.03,True,10,Casa,11,Moderado
231.75,True,6,Departamento,7,Moderado
344.17,False,8,Departamento,2,Moderado
202.03,False,5,Departamento,8,Eficiente
367.44,True,6,Departamento,5,Ineficiente
233.09,False,2,Departamento,9,Ineficiente
215.48,False,7,Departamento,7,Eficiente
713.36,False,6,Departamento,6,Ineficiente
195.09,False,8,Departamento,6,Eficiente
621.85,True,14,Local,12,Moderado
338.72,True,13,Casa,5,Eficiente
84.17,False,8,Casa,11,Eficiente
323.65,True,7,Casa,10,Moderado
61.56,True,7,Departamento,12,Eficiente
331.12,True,11,Casa,11,Moderado
290.41,False,5,Departamento,8,Moderado
395.42,True,7,Departamento,12,Ineficiente
330.76,True,11,Casa,9,Moderado
822.01,True,11,Local,2,Ineficiente
258.43,True,9,Departamento,2,Moderado
519.91,True,7,Casa,12,Ineficiente
204.1,False,9,Casa,7,Eficiente
251.05,False,11,Casa,11,Eficiente
36.54,False,10,Casa,7,Eficiente
292.29,True,7,Casa,5,Eficiente
919.92,True,16,Local,11,Ineficiente
302.52,True,4,Casa,6,Moderado
288.8,True,12,Casa,12,Moderado
263.31,False,4,Departamento,1,Moderado
205.39,False,7,Departamento,1,Eficiente
549.7,True,11,Local,4,Moderado
312.62,True,6,Departamento,12,Ineficiente
216.86,False,6,Departamento,2,Eficiente
482.92,True,8,Casa,9,Ineficiente
337.39,True,13,Local,10,Eficiente
241.38,False,4,Departamento,11,Moderado
928.72,True,10,Local,11,Ineficiente
453.27,True,8,Casa,1,Moderado
931.23,True,14,Local,5,Ineficiente
94.78,True,5,Departamento,6,Eficiente
1428.64,False,8,Casa,8,Ineficiente
177.65,False,3,Departamento,6,Eficiente
249.39,False,3,Departamento,1,Moderado
305.53,True,7,Casa,1,Eficiente
292.58,False,3,Departamento,3,Ineficiente
294.8,False,2,Departamento,6,Ineficiente
473.14,True,9,Casa,11,Ineficiente
93.67,False,4,Departamento,10,Eficiente
347.63,True,8,Casa,6,Moderado
251.81,False,11,Casa,4,Eficiente
680.08,True,14,Local,10,Moderado
101.78,False,11,Departamento,12,Eficiente
144.05,False,5,Casa,4,Eficiente
958.53,True,13,Local,11,Ineficiente
665.52,True,16,Local,2,Moderado
297.04,True,10,Casa,9,Eficiente
266.73,False,3,Departamento,11,Ineficiente
440.56,True,10,Casa,9,Moderado
418.19,False,13,Local,2,Eficiente
160.26,True,6,Departamento,4,Eficiente
291.57,False,7,Departamento,5,Moderado
623.18,True,6,Casa,7,Ineficiente
337.57,True,20,Local,9,Eficiente
357.39,False,9,Casa,7,Moderado
258.16,True,13,Casa,8,Eficiente
207.8,False,5,Casa,12,Eficiente
89.59,False,7,Departamento,12,Eficiente
416.23,False,8,Casa,4,Moderado
335.66,False,21,Local,12,Eficiente
212.13,False,8,Departamento,9,Eficiente
138.25,False,5,Casa,2,Eficiente
416.04,True,12,Casa,10,Moderado
448.13,True,4,Casa,11,Ineficiente
217.26,False,7,Departamento,10,Eficiente
258.44,False,8,Departamento,8,Moderado
402.35,True,13,Casa,10,Moderado
137.51,False,4,Departamento,2,Eficiente
323.64,False,10,Casa,7,Eficiente
62.66,False,2,Departamento,7,Eficiente
600.91,True,26,Local,9,Moderado
233.7,True,9,Departamento,9,Moderado
262.11,False,6,Departamento,1,Moderado
300.6,True,4,Departamento,11,Ineficiente
417.79,True,5,Casa,6,Ineficiente
370.51,False,5,Casa,12,Ineficiente
256.63,False,14,Casa,5,Eficiente
191.32,False,7,Departamento,4,Eficiente
282.05,True,8,Departamento,6,Moderado
258.86,False,5,Departamento,2,Moderado
506.75,True,15,Local,11,Moderado
572.05,True,16,Casa,12,Ineficiente
325.79,False,5,Departamento,4,Ineficiente
307.8,True,11,Casa,11,Moderado
443.09,True,8,Casa,8,Ineficiente
215.57,False,5,Departamento,3,Eficiente
484.23,False,22,Local,5,Eficiente
81.61,False,7,Departamento,4,Eficiente
59.77,False,4,Casa,9,Eficiente
214.59,False,2,Departamento,5,Ineficiente
503.18,False,10,Casa,5,Moderado
578.62,True,18,Local,2,Eficiente
227.08,True,1,Departamento,7,Ineficiente
526.25,True,8,Casa,5,Ineficiente
353.58,False,11,Casa,9,Eficiente
417.05,True,12,Casa,11,Moderado
771.59,True,16,Local,8,Ineficiente
261.46,False,5,Departamento,10,Moderado
97.39,False,5,Departamento,9,Eficiente
195.04,True,6,Departamento,6,Eficiente
289.45,True,5,Departamento,10,Ineficiente
417.02,True,13,Casa,10,Moderado
490.6,True,15,Local,7,Eficiente
272.87,True,5,Casa,8,Moderado
211.67,False,5,Departamento,10,Moderado
195.54,True,4,Departamento,8,Moderado
372.51,True,5,Departamento,8,Ineficiente
456.92,False,18,Local,12,Eficiente
415.65,True,9,Casa,4,Moderado
134.4,False,2,Departamento,5,Eficiente
252.96,True,10,Casa,11,Eficiente
318.65,False,7,Departamento,3,Moderado
276.95,False,8,Casa,5,Eficiente
485.23,False,6,Casa,7,Ineficiente
466.96,True,10,Casa,9,Ineficiente
265.23,False,11,Casa,2,Eficiente
261.97,False,9,Casa,10,Eficiente
301.7,False,5,Departamento,4,Moderado
201.99,True,9,Departamento,11,Moderado
272.53,False,8,Casa,11,Eficiente
437.92,True,7,Casa,9,Ineficiente
230.0,False,11,Casa,11,Eficiente
217.37,False,6,Departamento,2,Eficiente
392.81,False,13,Casa,6,Eficiente
439.62,True,10,Casa,10,Moderado
339.41,False,7,Casa,6,Moderado
217.08,False,7,Departamento,7,Eficiente
471.21,False,12,Casa,7,Moderado
234.56,False,5,Departamento,1,Eficiente
172.44,False,11,Departamento,2,Eficiente
185.75,False,8,Departamento,12,Eficiente
191.58,True,4,Departamento,10,Moderado
194.14,False,4,Departamento,6,Eficiente
313.48,False,10,Casa,7,Eficiente
195.14,False,6,Departamento,2,Eficiente
40.73,False,7,Departamento,4,Eficiente
324.34,False,9,Casa,8,Eficiente
227.81,False,5,Departamento,3,Eficiente
232.73,False,10,Casa,10,Eficiente
177.8,False,3,Departamento,8,Moderado
70.66,True,4,Departamento,12,Eficiente
503.8,True,11,Local,7,Moderado
784.19,True,18,Local,10,Ineficiente
192.0,False,7,Departamento,4,Eficiente
189.52,True,2,Departamento,11,Ineficiente
322.02,False,7,Departamento,12,Ineficiente
472.06,False,8,Casa,10,Ineficiente
176.86,False,5,Departamento,10,Eficiente
273.42,True,7,Departamento,7,Moderado
258.02,False,6,Casa,8,Eficiente
391.97,True,4,Casa,8,Ineficiente
1077.75,True,5,Departamento,9,Ineficiente
341.44,False,9,Casa,4,Eficiente
223.67,True,6,Casa,8,Eficiente
276.91,False,10,Casa,8,Eficiente
515.94,False,14,Casa,9,Moderado
374.2,True,14,Casa,8,Moderado
169.75,False,6,Departamento,7,Eficiente
228.9,True,4,Casa,7,Moderado
216.2,False,8,Departamento,8,Eficiente
586.0,True,16,Local,5,Moderado
386.64,False,7,Casa,2,Moderado
332.47,False,9,Casa,9,Eficiente
358.3,True,8,Departamento,9,Ineficiente
764.49,True,12,Casa,10,Ineficiente
384.21,False,7,Casa,11,Moderado
655.98,True,22,Local,7,Moderado
910.6,True,15,Local,8,Ineficiente
238.32,False,7,Departamento,1,Eficiente
304.33,True,7,Casa,8,Moderado
249.9,True,10,Departamento,11,Moderado
187.42,False,2,Departamento,11,Moderado
520.4,True,14,Casa,11,Ineficiente
274.96,True,4,Departamento,6,Ineficiente
129.08,False,11,Casa,1,Eficiente
361.32,False,8,Casa,12,Moderado
216.83,False,10,Departamento,9,Eficiente
589.33,True,10,Casa,11,Ineficiente
336.06,False,10,Casa,12,Moderado
73.43,False,9,Departamento,9,Eficiente
1168.65,True,19,Local,9,Ineficiente
191.58,False,5,Departamento,9,Eficiente
125.35,True,6,Departamento,12,Eficiente
728.08,True,13,Local,11,Ineficiente
142.0,True,10,Casa,11,Eficiente
302.49,False,10,Casa,3,Eficiente
524.54,False,17,Casa,11,Moderado
395.13,True,9,Casa,9,Moderado
228.98,False,7,Departamento,9,Moderado
249.34,False,6,Casa,5,Eficiente
146.65,True,6,Departamento,11,Eficiente
267.77,False,8,Casa,11,Eficiente
282.84,True,7,Casa,11,Moderado
708.27,True,13,Local,12,Ineficiente
393.34,True,7,Casa,12,Ineficiente
510.58,False,7,Casa,10,Ineficiente
476.29,True,11,Casa,12,Ineficiente
258.25,True,10,Departamento,8,Moderado
223.58,False,6,Departamento,7,Eficiente
120.16,False,7,Departamento,3,Eficiente
404.72,False,11,Casa,11,Moderado
190.2,False,10,Casa,11,Eficiente
180.6,False,10,Departamento,12,Eficiente
269.65,False,6,Departamento,5,Moderado
311.84,True,3,Departamento,8,Ineficiente
147.81,False,6,Departamento,7,Eficiente
132.2,False,8,Departamento,2,Eficiente
190.65,False,9,Casa,9,Eficiente
413.99,True,11,Casa,11,Moderado
376.08,True,8,Departamento,5,Ineficiente
188.54,False,8,Casa,3,Eficiente
219.22,False,5,Departamento,4,Eficiente
227.32,False,4,Departamento,10,Moderado
160.85,False,6,Departamento,4,Eficiente
363.09,False,13,Local,9,Eficiente
237.22,True,8,Departamento,12,Moderado
673.7,True,10,Local,6,Moderado
357.21,True,6,Departamento,11,Ineficiente
612.4,True,8,Local,11,Ineficiente
322.93,True,12,Casa,6,Eficiente
240.35,False,9,Departamento,8,Eficiente
305.2,True,15,Departamento,12,Moderado
386.5,True,7,Casa,11,Ineficiente
213.49,False,13,Casa,11,Eficiente
778.45,True,10,Local,12,Ineficiente
222.32,False,5,Departamento,9,Moderado
227.09,True,6,Casa,10,Eficiente
338.71,False,12,Casa,7,Eficiente
410.44,False,11,Casa,5,Moderado
477.38,True,9,Casa,11,Ineficiente
521.63,True,19,Local,10,Moderado
422.85,True,11,Casa,12,Moderado
1333.12,False,5,Casa,4,Ineficiente
137.94,False,4,Departamento,12,Eficiente
260.46,False,10,Casa,3,Eficiente
221.49,True,13,Casa,8,Eficiente
165.34,True,7,Departamento,11,Eficiente
130.58,False,4,Departamento,9,Eficiente
640.14,True,16,Local,10,Moderado
237.42,True,7,Departamento,10,Moderado
317.91,True,4,Departamento,4,Ineficiente
232.88,False,3,Departamento,10,Moderado
721.05,True,11,Local,2,Moderado
195.38,True,8,Departamento,9,Eficiente
979.71,True,15,Local,9,Ineficiente
156.83,False,2,Departamento,3,Moderado
912.75,True,14,Local,12,Ineficiente
288.69,False,10,Casa,10,Eficiente
248.44,False,8,Departamento,2,Eficiente
399.19,True,9,Casa,11,Moderado
120.95,False,5,Departamento,9,Eficiente
129.27,False,4,Departamento,3,Eficiente
853.21,True,13,Local,8,Ineficiente
745.42,True,17,Local,3,Moderado
390.39,True,5,Casa,7,Ineficiente
292.01,False,2,Departamento,3,Ineficiente
197.78,True,2,Departamento,11,Ineficiente
98.01,False,10,Casa,7,Eficiente
255.72,False,7,Casa,4,Eficiente
494.54,True,7,Casa,8,Ineficiente
196.2,False,3,Departamento,10,Moderado
206.47,True,6,Departamento,8,Moderado
513.73,False,14,Local,11,Eficiente
278.07,False,2,Departamento,12,Ineficiente
745.31,False,21,Local,8,Moderado
359.51,True,10,Casa,12,Moderado
897.47,True,9,Departamento,12,Ineficiente
179.96,True,9,Casa,4,Eficiente
160.55,False,9,Departamento,9,Eficiente
163.43,True,6,Departamento,12,Eficiente
445.55,True,10,Local,10,Moderado
204.39,False,5,Departamento,10,Moderado
632.7,True,7,Casa,10,Ineficiente
346.53,True,9,Casa,11,Moderado
396.12,False,9,Casa,8,Moderado
397.94,True,9,Casa,10,Moderado
244.18,False,5,Departamento,11,Moderado
217.16,True,2,Departamento,2,Ineficiente
210.04,False,6,Departamento,11,Moderado
558.76,True,18,Local,7,Moderado
223.7,False,6,Departamento,4,Eficiente
217.1,False,6,Departamento,9,Moderado
305.89,True,9,Casa,12,Moderado
262.69,False,10,Casa,9,Eficiente
157.57,False,4,Departamento,5,Eficiente
955.67,True,16,Local,4,Ineficiente
604.6,False,16,Casa,8,Ineficiente
308.56,True,5,Departamento,6,Ineficiente
181.42,False,5,Departamento,3,Eficiente
470.38,False,9,Casa,8,Moderado
448.63,True,11,Casa,10,Moderado
707.6,True,13,Local,12,Ineficiente
230.34,False,2,Departamento,1,Ineficiente
419.15,True,11,Casa,9,Moderado
645.4,True,16,Local,10,Moderado
229.6,False,7,Casa,10,Eficiente
671.14,True,22,Local,12,Moderado
503.3,True,7,Casa,12,Ineficiente
55.17,False,5,Departamento,4,Eficiente
248.82,False,17,Casa,5,Eficiente
383.99,True,6,Casa,12,Ineficiente
581.23,True,8,Local,1,Moderado
153.27,False,9,Casa,10,Eficiente
105.1,False,12,Casa,9,Eficiente
388.19,True,6,Casa,8,Ineficiente
202.79,False,6,Departamento,2,Eficiente
132.03,False,6,Departamento,8,Eficiente
544.62,False,26,Local,6,Eficiente
252.91,True,12,Casa,11,Eficiente
111.3,False,11,Casa,9,Eficiente
414.87,True,7,Casa,10,Ineficiente
141.68,False,3,Departamento,7,Eficiente
347.12,True,18,Local,4,Eficiente
413.77,False,8,Departamento,5,Ineficiente
239.96,True,7,Departamento,7,Moderado
604.41,True,6,Casa,7,Ineficiente
723.45,True,9,Local,8,Ineficiente
318.08,False,12,Departamento,3,Moderado
516.75,True,14,Casa,10,Ineficiente
319.12,True,10,Casa,8,Moderado
940.58,False,12,Casa,12,Ineficiente
456.52,False,6,Casa,5,Ineficiente
484.66,True,8,Casa,10,Ineficiente
288.42,True,7,Departamento,6,Moderado
298.66,False,5,Departamento,9,Ineficiente
308.78,False,10,Casa,12,Eficiente
354.1,False,9,Casa,12,Moderado
